originator_id,message_id,raw_text
orig_001,delivery_0061,"Dear customer, Order on the way!! Change delivery window in your portal Thank you."
orig_001,delivery_0062,"Hi, Your package is arriving tomorrow. track at https://track.shipco.com Regards."
orig_001,delivery_0063,"Hello, Your package is arriving tomorrow. Track at https://track.shipco.com Thanks."
orig_001,delivery_0064,"Hi, Your package is arriving tomorrow. track at https://track.shipco.com Regards."
orig_001,delivery_0065,"Hi, Your package is arriving tmrw. Track at https://track.shipco.com Thanks."
orig_001,delivery_0066,Shipment scheduled. track progress at http://status.shipco.com/track Thanks.
orig_001,delivery_0067,"Hi, Your package is arriving tmrw. Track at https://track.shipco.com Thanks."
orig_001,delivery_0068,Shipment scheduled. track progress at http://status.shipco.com/track Thanks.
orig_001,delivery_0069,Parcel out for delivery. Reschedule at www.shipco.com/reschedule Thanks.
orig_001,delivery_0070,"Hello, Shipment scheduled. Track progress at http://status.shipco.com/track Thanks."
orig_001,delivery_0071,"Hi, Your package is arriving tomorrow. track at https://track.shipco.com Regards."
orig_001,delivery_0072,Parcel out for delivery. Reschedule at www.shipco.com/reschedule Thanks.
orig_001,delivery_0073,Parcel out for delivery. Reschedule at www.shipco.com/reschedule Thanks.
orig_001,delivery_0074,"Hello, Shipment scheduled. Track progress at http://status.shipco.com/track Thanks."
orig_001,delivery_0075,"Dear customer, Order on the way!! Change delivery window in your portal Thank you."
orig_001,delivery_0076,Order on the way! Change delivery window in your portal Thank you.
orig_001,delivery_0077,"Hi, Delivery update: courier will attempt delivery tdy 2–4pm Thank you."
orig_001,delivery_0078,Order on the way! Change delivery window in your portal Thank you.
orig_001,delivery_0079,"Hello, Your package is arriving tomorrow. Track at https://track.shipco.com Thanks."
orig_001,delivery_0080,Shipment scheduled. track progress at http://status.shipco.com/track Thanks.
orig_001,retail_0081,"Hello, Flash sale!! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,retail_0082,"Hello, Limited time offer: 25% off shoes. Shop now at http://shop-deals.com"
orig_001,retail_0083,New arrivals: jackets starting at $49. Visit www.shop-deals.com/jackets Thank you.
orig_001,retail_0084,"Hi, Members only: extra 10% off clearance. Online & in-store. Thank you."
orig_001,retail_0085,"Hello, Limited time offer: 25% off shoes. Shop now at http://shop-deals.com"
orig_001,retail_0086,Limited time offer: 25% off shoes. Shop now at https://shop-deals.com Thank you.
orig_001,retail_0087,New arrivals: jackets starting at $49. Visit www.shop-deals.com/jackets Thank you.
orig_001,retail_0088,"Hi, New arrivals: jackets starting at $49. visit www.shop-deals.com/jackets"
orig_001,retail_0089,"Hi, Flash sale! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,retail_0090,"Hello, Limited time offer: 25% off shoes. Shop now at http://shop-deals.com"
orig_001,retail_0091,"Hi, Flash sale! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,retail_0092,Limited time offer: 25% off shoes. Shop now at https://shop-deals.com Thank you.
orig_001,retail_0093,Limited time offer: 25% off shoes. Shop now at https://shop-deals.com Thank you.
orig_001,retail_0094,"Hi, Members only: extra 10% off clearance. Online & in-store. Thank you."
orig_001,retail_0095,Limited time offer: 25% off shoes. Shop now at https://shop-deals.com Thank you.
orig_001,retail_0096,"Hello, Flash sale!! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,retail_0097,"Hello, Flash sale!! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,retail_0098,"Hi, Members only: extra 10% off clearance. Online & in-store. Thank you."
orig_001,retail_0099,"Hello, Flash sale!! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,retail_0100,"Hi, New arrivals: jackets starting at $49. visit www.shop-deals.com/jackets"
orig_001,retail_0101,"Hello, Exclusive promo code SAVE20 at checkout, valid this week. Thanks."
orig_001,retail_0102,"Hi, Flash sale! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,retail_0103,"Hi, Flash sale! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,retail_0104,"Hi, New arrivals: jackets starting at $49. visit www.shop-deals.com/jackets"
orig_001,retail_0105,"Hello, Exclusive promo code SAVE20 at checkout, valid this week. Thanks."
orig_001,retail_0106,New arrivals: jackets starting at $49. Visit www.shop-deals.com/jackets Thank you.
orig_001,retail_0107,"Hi, Members only: extra 10% off clearance. Online & in-store. Thank you."
orig_001,retail_0108,"Hi, Members only: extra 10% off clearance. Online & in-store. Thank you."
orig_001,retail_0109,Limited time offer: 25% off shoes. Shop now at https://shop-deals.com Thank you.
orig_001,retail_0110,"Hi, Flash sale! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,retail_0111,"Hi, Flash sale! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,retail_0112,Limited time offer: 25% off shoes. Shop now at https://shop-deals.com Thank you.
orig_001,retail_0113,New arrivals: jackets starting at $49. Visit www.shop-deals.com/jackets Thank you.
orig_001,retail_0114,"Hello, Limited time offer: 25% off shoes. Shop now at http://shop-deals.com"
orig_001,retail_0115,"Hi, Flash sale! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,retail_0116,"Hi, Flash sale! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,retail_0117,"Hello, Limited time offer: 25% off shoes. Shop now at http://shop-deals.com"
orig_001,retail_0118,Limited time offer: 25% off shoes. Shop now at https://shop-deals.com Thank you.
orig_001,retail_0119,"Hello, Limited time offer: 25% off shoes. Shop now at http://shop-deals.com"
orig_001,retail_0120,"Hi, Flash sale! Buy 1 get 1 free on shirts. Today only. Regards."
orig_001,loan_0121,"Hello, Low interest loan offer. Quick approval, no collateral required."
orig_001,loan_0122,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,loan_0123,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,loan_0124,"Hello, Low interest loan offer. Quick approval, no collateral required."
orig_001,loan_0125,"You’re pre-approved for a loan up to $10,000. Check your options."
orig_001,loan_0126,"You’re pre-approved for a loan up to $10,000. Check your options."
orig_001,loan_0127,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,loan_0128,"Hi, Refinance your loan with better rates. Apply in minutes. Thank you."
orig_001,loan_0129,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,loan_0130,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,loan_0131,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,loan_0132,"You’re pre-approved for a loan up to $10,000. Check your options."
orig_001,loan_0133,"You’re pre-approved for a loan up to $10,000. Check your options."
orig_001,loan_0134,"You’re pre-approved for a loan up to $10,000. Check your options."
orig_001,loan_0135,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,loan_0136,"Hi, Refinance your loan with better rates. Apply in minutes. Thank you."
orig_001,loan_0137,"You’re pre-approved for a loan up to $10,000. Check your options."
orig_001,loan_0138,"Hello, Low interest loan offer. Quick approval, no collateral required."
orig_001,loan_0139,"Hello, Low interest loan offer. Quick approval, no collateral required."
orig_001,loan_0140,"Hello, Low interest loan offer. Quick approval, no collateral required."
orig_001,loan_0141,"Hi, Get funds fast. Flexible repayment. Learn more now. Regards."
orig_001,loan_0142,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,loan_0143,"Hello, Low interest loan offer. Quick approval, no collateral required."
orig_001,loan_0144,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,loan_0145,"Hello, Low interest loan offer. Quick approval, no collateral required."
orig_001,loan_0146,"Hi, Refinance your loan with better rates. Apply in minutes. Thank you."
orig_001,loan_0147,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,loan_0148,"Hello, Low interest loan offer. Quick approval, no collateral required."
orig_001,loan_0149,"You’re pre-approved for a loan up to $10,000. Check your options."
orig_001,loan_0150,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,loan_0151,"Hi, Get funds fast. Flexible repayment. Learn more now. Regards."
orig_001,loan_0152,"You’re pre-approved for a loan up to $10,000. Check your options."
orig_001,loan_0153,"You’re pre-approved for a loan up to $10,000. Check your options."
orig_001,loan_0154,"Hi, Get funds fast. Flexible repayment. Learn more now. Regards."
orig_001,loan_0155,"You’re pre-approved for a loan up to $10,000. Check your options."
orig_001,loan_0156,"You’re pre-approved for a loan up to $10,000. Check your options."
orig_001,loan_0157,"Hello, Low interest loan offer. Quick approval, no collateral required."
orig_001,loan_0158,"Hello, Low interest loan offer. Quick approval, no collateral required."
orig_001,loan_0159,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,loan_0160,"Dear customer, Special loan offer ends Friday. See terms online. Thanks."
orig_001,appt_0161,"Hello, Please confirm your appointment for Thursday 11:30. Regards."
orig_001,appt_0162,"Hello, Please confirm your appointment for Thursday 11:30. Regards."
orig_001,appt_0163,"Hello, Appointment moved to Wednesday 09:00. Contact us if needed. Regards."
orig_001,appt_0164,"Hello, Please confirm your appointment for Thursday 11:30. Regards."
orig_001,appt_0165,"Hello, Please confirm your appointment for Thursday 11:30. Regards."
orig_001,appt_0166,Don’t forget: check-in 10 minutes early for your appointment. Regards.
orig_001,appt_0167,"Dear customer, Reminder: appointment tmrw 10:30 at Main Clinic."
orig_001,appt_0168,"Dear customer, Reminder: appointment tmrw 10:30 at Main Clinic."
orig_001,appt_0169,"Hi, Your appointment is confirmed for Monday 15:00. Reply to reschedule. Regards."
orig_001,appt_0170,"Dear customer, Reminder: appointment tmrw 10:30 at Main Clinic."
orig_001,appt_0171,"Dear customer, Reminder: appointment tomorrow 10:30 at Main Clinic. Thanks."
orig_001,appt_0172,"Hello, Appointment moved to Wednesday 09:00. Contact us if needed. Regards."
orig_001,appt_0173,"Hello, Please confirm your appointment for Thursday 11:30. Regards."
orig_001,appt_0174,"Hello, Appointment moved to Wednesday 09:00. Contact us if needed. Regards."
orig_001,appt_0175,"Dear customer, Reminder: appointment tomorrow 10:30 at Main Clinic. Thanks."
orig_001,appt_0176,"Hello, Please confirm your appointment for Thursday 11:30. Regards."
orig_001,appt_0177,"Hi, Your appointment is confirmed for Monday 15:00. Reply to reschedule. Regards."
orig_001,appt_0178,"Dear customer, Reminder: appointment tomorrow 10:30 at Main Clinic. Thanks."
orig_001,appt_0179,"Dear customer, Reminder: appointment tomorrow 10:30 at Main Clinic. Thanks."
orig_001,appt_0180,"Hello, Appointment moved to Wednesday 09:00. Contact us if needed. Regards."
orig_001,appt_0181,Don’t forget: check-in 10 minutes early for your appointment. Regards.
orig_001,appt_0182,"Hello, Appointment moved to Wednesday 09:00. Contact us if needed. Regards."
orig_001,appt_0183,"Hello, Appointment moved to Wednesday 09:00. Contact us if needed. Regards."
orig_001,appt_0184,"Dear customer, Reminder: appointment tmrw 10:30 at Main Clinic."
orig_001,appt_0185,"Dear customer, Reminder: appointment tomorrow 10:30 at Main Clinic. Thanks."
orig_001,appt_0186,"Hello, Appointment moved to Wednesday 09:00. Contact us if needed. Regards."
orig_001,appt_0187,"Dear customer, Reminder: appointment tomorrow 10:30 at Main Clinic. Thanks."
orig_001,appt_0188,"Dear customer, Reminder: appointment tmrw 10:30 at Main Clinic."
orig_001,appt_0189,"Dear customer, Reminder: appointment tomorrow 10:30 at Main Clinic. Thanks."
orig_001,appt_0190,"Hello, Appointment moved to Wednesday 09:00. Contact us if needed. Regards."
orig_001,appt_0191,"Dear customer, Reminder: appointment tomorrow 10:30 at Main Clinic. Thanks."
orig_001,appt_0192,"Hello, Please confirm your appointment for Thursday 11:30. Regards."
orig_001,appt_0193,"Dear customer, Reminder: appointment tmrw 10:30 at Main Clinic."
orig_001,appt_0194,Don’t forget: check-in 10 minutes early for your appointment. Regards.
orig_001,appt_0195,"Dear customer, Reminder: appointment tomorrow 10:30 at Main Clinic. Thanks."
orig_001,appt_0196,"Hello, Appointment moved to Wednesday 09:00. Contact us if needed. Regards."
orig_001,appt_0197,"Dear customer, Reminder: appointment tmrw 10:30 at Main Clinic."
orig_001,appt_0198,"Hello, Appointment moved to Wednesday 09:00. Contact us if needed. Regards."
orig_001,appt_0199,"Hello, Appointment moved to Wednesday 09:00. Contact us if needed. Regards."
orig_001,appt_0200,"Dear customer, Reminder: appointment tomorrow 10:30 at Main Clinic. Thanks."
